ID,date_time,title,,,
ct_1742,2018-10-13,台北》柯P查google trend「韓國瑜網路聲量比我高」,5,3,3
ltn_4469,2018-11-03,「黨委書記韓國瑜」…Google地圖高雄超商遭惡搞改名,5,5,5
et_2010,2018-10-24,影／趙少康拋錦囊　要丁守中照三餐問候柯文哲,3,2,4
et_4930,2018-11-23,高雄保衛戰／陳其邁選前之夜連馬路都是人　網驚：要衝30萬了嗎,3,4,3
ltn_6235,2018-11-15,國民黨出招 要求賴揆11.20普悠瑪專案報告,3,2,3
ltn_1315,2018-10-06,賴揆「有條件停建深澳電廠」  侯友宜批民進黨立場反覆,4,2,2
ct_4285,2018-11-07,台北》高雄市長選舉較挺韓國瑜？柯P僅16字回覆,4,5,5
et_1568,2018-10-18,公東高工校長涉性侵　洪慈庸：沒被懲處還光榮退休,2,1,3
ct_3324,2018-10-29,高雄》「韓流」鳳山爆場 蘇乞兒一句話爆蔡政府信任危機！,4,5,5
ct_6845,2018-11-24,研究選舉30年老司機看選情 謝金河：這次變數最多,5,4,4
ltn_7083,2018-11-19,被控涉犯毒品案 藍候選人吳國昌：年輕犯錯用一生彌補,4,2,3
ltn_5754,2018-11-12,14日零時起禁止公布選舉民調 中選會：違者可罰500萬 ,1,1,1
ct_4193,2018-11-06,高雄》陳其邁準備入主市府 韓國瑜：市民會把怒吼化為行動,3,2,2
et_3177,2018-11-08,穿搭衣服很單調只有那幾套？　蔡英文揭露她的目的,4,5,5
ltn_3177,2018-10-22,謠言終結站》國內核電廠未使用日本KYB避震器,1,1,2
ct_3441,2018-10-30,金庸病逝 總統府發言人：文壇一大損失,1,1,1
ltn_41,2018-09-24,時力拉柯又罵柯   柯陣營放話：再猶豫一席都選不上,5,4,3
ct_6558,2018-11-22,新北》陽光子弟兵張志豪選情告急 江永昌數度落淚表不捨,5,2,3
ct_4752,2018-11-10,高雄》如何實踐政見？韓國瑜反問：人民還相信政府嗎？,4,3,3
ct_1348,2018-10-09,雙十國慶 慶賀外賓416人較去年多,1,1,1
et_2766,2018-11-03,影／陳其邁諷韓國瑜不懂「先來後到」　先後搶攻嘉義同鄉會票,4,4,3
ct_549,2018-09-30,台南市》王清崎競選總部成立 蘇煥智、林義豐站台,2,1,1
ltn_5082,2018-11-08,段宜康鐵口直斷 「陳其邁會贏 但只贏2萬票」,5,3,2
ct_5108,2018-11-13,新北》市長辯論誰勝？朱立倫讚侯穩健 蘇口才便給,5,2,2
ct_6635,2018-11-23,台南》民進黨資深黨員下猛藥 透過高思博總部發聲明：讓民進黨下台,4,3,3
ct_3277,2018-10-29,政院：加速5G基礎建設 打造創新應用環境,1,1,1
et_3491,2018-11-11,陳、韓現身高雄反空汙大遊行　藍綠簽到處隔開5千人擠爆,2,3,1
ct_2130,2018-10-17,法官當庭逮捕檢察官 監委籲司法院檢討,2,2,3
ct_5595,2018-11-16,高雄》閃光好強!韓國瑜最新廣告李佳芬告白〈 我的先生韓國瑜〉,3,5,3
ltn_3379,2018-10-24,李朝卿明報到發監 投檢：防逃機制持續,2,1,2
et_4043,2018-11-16,蘇貞昌首場選前晚會：將新北打造成年輕人好生活、小朋友快樂成長的城市,2,1,1
et_3945,2018-11-15,抓漏老師傅堅信姚文智必勝　他插賭「林森北一遊」...網樂歪：求+1！,5,5,4
ltn_2414,2018-10-16,饒慶鈴提政見 「樂齡時間銀行」初老長者顧老人,2,1,1
ltn_5800,2018-11-13,美航母史坦尼斯號 航向西太平洋,1,1,1
ltn_4135,2018-10-31,國台辦批陳明通「肆意挑釁」 陸委會回嗆「鴕鳥心態」,4,4,3
ltn_5225,2018-11-09,蘇清泉批民進黨無力解決空污 當選屏縣長先發防毒面具,5,2,3
ltn_998,2018-10-03,談《屠殺》作者批柯騙子 洪耀福：百分之百和民進黨沒關係,5,3,2
ltn_3091,2018-10-21,「克服東北季風的男人」   蔡英文盛讚陳光復,4,3,4
ct_6413,2018-11-22,韓流凍醒人民！李富城：台灣價值不再是統獨,5,4,3
ct_225,2018-09-26,高雄》民進黨選情告急 陳菊喊話：民進黨絕不能輸,4,3,2
ltn_7028,2018-11-19,單兵注意！基本戰鬥教練沿用近20年 明年將改,3,4,5
et_907,2018-10-04,國民黨2公投命運5日出爐　中選會9日加開委員會清案,1,2,1
ltn_1302,2018-10-06,美台軍事合作加碼！軍方人士︰年底前會通過新軍售案,2,2,1
ltn_6132,2018-11-14,拒絕污衊、對抗網路罷凌   Wecare高雄估11.17逾3萬人上街,1,1,1
ltn_1702,2018-10-09,光輝10月 故宮南院有如光龍舞動,1,1,1
et_4942,2018-11-23,防禦台中／幸發亭老闆感謝林佳龍　翻轉中區籲大家力挺,3,1,2
ltn_6600,2018-11-17,竹市長陸戰開打 林智堅法寶就是它,5,4,5
ltn_3541,2018-10-26,姚文智民調低 王世堅：被國民黨做太差害到,4,3,2
ct_4327,2018-11-07,內政部：全國、六都住宅價格指數統計  台北、台南小漲 桃園、高雄連跌,1,1,1
ltn_4871,2018-11-07,合拍廣告出爐 侯韓視訊催票,5,3,2
ltn_6059,2018-11-14,花蓮縣長電視政見會 劉曉玫再問徐榛蔚「榮亮公司」,3,1,3
ct_1131,2018-10-06,桃園》桃市府發聲明 勿將第三接受站議題泛政治化,2,1,3
ct_2642,2018-10-22,南投》普悠瑪翻車傷亡慘重鬧血荒 廖志城率團隊挽袖捐血,3,1,1
ct_4855,2018-11-11,新北》市長辯論會明登場 朱立倫：提問公正人士為4大報代表,2,1,3
ct_1294,2018-10-08,台中市》中電北送不同調？藍營：沒有不同調、只有大共識,3,2,2
ltn_1728,2018-10-10,前駐多明尼加大使湯繼仁 總統府內迎外賓突昏倒,4,3,4
ltn_2972,2018-10-20,不良示範 ！柯文哲行動競總違停挨罰,4,4,2
et_2257,2018-10-28,徐定禎南庄競選服務處成立　提免費營養午餐、鑽石婚禮金,3,1,2
ltn_6511,2018-11-16,誤簽名負面攻擊文宣 連署人向林慧如致歉,4,2,2
ct_4931,2018-11-11,小英喊挺醫生「台北那位青菜啦！」 害姚文智慘被酸,5,4,4
ltn_8027,2018-11-23,張麗善總部抗議李進勇陣營散發不實文宣,2,1,3
ltn_1684,2018-10-09,密訪民進黨團同框小英？ 葛特曼幽默回應打臉假新聞,4,3,4
et_5098,2018-11-23,影／韓國瑜難忘與館長直播！館長隔空力挺喊凍蒜：他會翻轉國民黨,5,3,5
ltn_3213,2018-10-22,接見青奧選手 陳建仁：讓世界看到台灣青年的活力和自信,1,1,2
et_3622,2018-11-12,雲端最前線／六都封關民調 綠可能剩兩都 藍有望坐三搶四？,5,3,2
ltn_6505,2018-11-16,境外資金威脅台灣選舉 洗防辦接獲35件情資,1,1,1
ct_879,2018-10-04,韓國瑜母語說遭質疑 藍委嗆：民調高才被抹黑,5,5,4
ltn_7452,2018-11-21,假消息指搭機耍官威 陳其邁駁斥選舉抹黑,5,4,4
et_3992,2018-11-15,影／港湖議員挺誰柯文哲尷尬答不出　高嘉瑜嬌喊：你完蛋了,5,5,4
ltn_3290,2018-10-23,薩國與我斷交 6項合作計畫移轉尼加拉瓜,1,1,2
ltn_5024,2018-11-08,徐定禎陣營 檢舉徐耀昌團隊涉賄,1,1,2
et_1372,2018-10-10,拒絕出席國慶大典　張善政：蔡英文執政中華民國只剩空殼,5,2,3
ct_4924,2018-11-11,小英向國民黨喊話：亂丟垃圾的人沒有資格嫌打掃的人掃得慢,5,5,3
ltn_3385,2018-10-25,收賄護航炒股 前立委張昌財判六年半定讞,1,2,2
ct_6002,2018-11-19,陳景峻為柯P助選 民進黨：新北市黨部盡速處理,2,1,1
et_2970,2018-11-06,影／他打臉韓國瑜醫療觀光政見　網友：比民進黨更有說服力,5,5,5
ct_1001,2018-10-05,高雄》陳其邁找韓國瑜辯論 韓陣營：韓國瑜從來都不怕！,5,4,3
et_5122,2018-11-23,韓國瑜「深夜闢室」揪妹聊心事　選前感性發言「莫忘初衷」,5,4,5
ct_5217,2018-11-13,桃園青年人口比例高  朱珍瑤：青年就業、住房、育兒應是政府施政重點,2,1,1
ct_4141,2018-11-06,花蓮》年改訴願全軍覆沒 徐榛蔚為退伍軍公教人員持續爭取尊嚴,3,2,2
ltn_3413,2018-10-25,姚文智競辦首曝光 預告11.18「手牽手，護台北」大造勢,3,3,1
ct_5474,2018-11-15,新北》林國春質疑「家有鉅款」 蘇貞昌轟：莫須有,4,4,3
ltn_3251,2018-10-23,2艘美艦22日再穿越台海 學者：警告中國別太過分,2,1,1
ct_5897,2018-11-18,台南》不管謠言滿天飛 蔡祐昌參選堅持不道人是非,3,1,1
ltn_848,2018-10-02,陳其邁下田種紅豆 承諾擴大農發基金規模,3,1,1
ct_3387,2018-10-30,台中》新秀大車拚！中市西屯區市議員候選人拚勁、創意十足,2,5,3
et_2534,2018-10-31,大選民調11月14日0時封關！禁止報導散布、評論引述　最高罰500萬,1,2,1
et_754,2018-10-02,影／總統府國慶光雕秀展演6天　2分鐘影片搶先看,3,5,5
ct_5186,2018-11-13,陸客銳減觀光施壓 帛琉總統：中國應懂互相尊重,3,1,2
et_2293,2018-10-28,馬英九讚韓國瑜「點燃火苗」：魅力贏我越多越好！,5,2,3
ct_6979,2018-11-24,新北》侯友宜當選 妻子任美玲首度現身,3,5,3
et_4647,2018-11-21,學姐紅過柯文哲　BBC：台灣選舉娛樂化,3,3,2
ct_4465,2018-11-08,藍委推2030年「零煤」 經濟部：現實上有困難,2,2,2
ltn_2067,2018-10-12,蔡英文若再選總統 柯爸柯媽：絕對支持,5,2,2
ct_1563,2018-10-11,鄭麗君：公共媒體不等於政府媒體,1,1,3
ct_2416,2018-10-19,台南》高思博抽中2號 大呼南高雙城齊謀、共創雙贏,3,2,1
ct_3145,2018-10-27,高雄》唯一出席托育論壇 陳其邁被讚是最有誠意的市長候選人,5,4,2
et_137,2018-09-22,林智堅集訓子弟兵「小智號」創意輔選新生代,5,3,2
et_2563,2018-10-31,愛家公投辯論將「反同VS.反同」　苗博雅痛批：要怎麼教小孩？,5,5,3
ltn_2535,2018-10-17,徐定禎批財產交代扯謊 徐耀昌嗆選戰勿攻擊家人,2,4,3
ltn_7866,2018-11-23,「競選主題曲很便宜」挨批  丁守中急道歉,3,5,3
ct_3907,2018-11-04,高雄》陳其邁背水一戰辭去立委 鄉民紛喊兩字,5,5,5
et_763,2018-10-02,怒轟葛特曼記者會翻譯刻意誤導　張凱鈞護柯：惡質抹黑,2,3,3
ltn_5639,2018-11-12,蔡︰用選票向親中勢力說NO,2,1,1
ct_68,2018-09-25,高雄》不再躺著選？賴揆：對謝長廷 陳菊打下的基礎有信心,5,3,2
et_4442,2018-11-19,年輕人投韓國瑜理由讓姚人多痛心：台北不應該嘲笑姚文智,5,4,3
ct_4003,2018-11-05,台南》市場拜票遇陳情 市議員候選人吳杰10天內為身障女申請得津貼補助,2,1,1
et_4465,2018-11-19,影／丁守中發起「投票救台灣運動」：台遍體鱗傷人民怒火被點燃,,2,3
ltn_870,2018-10-02,反空污公投成案 中選會將對連署偽造提告,1,1,1
ltn_2759,2018-10-18,收到全台宮廟平安符大集合 小英讚宮廟：在第一線安定人心,2,1,1
et_1321,2018-10-10,洪慈庸喜迎女娃！爆卓冠廷「用武俠小說的名字叫寶寶」,5,4,5
et_4881,2018-11-22,網路瘋傳刺殺言論！韓國瑜「對台灣治安有信心！」：不會穿防彈背心,5,5,4
ct_1051,2018-10-05,賴揆指深澳電廠有望停建 基隆市長林右昌：尊重國家政策,2,1,1
et_512,2018-09-27,「蔡文膽」百元宣傳車街上跑　創意影片一周吸6.8萬人觀看,3,4,3
ltn_3869,2018-10-29,反擊假民調 綠營公布最新民調黃偉哲31.7％、高思博15.5％,3,2,1
ct_5983,2018-11-19,台北》挺柯惹姚文智不開心 陳景峻：民進黨不會開除優秀忠貞的黨員,3,3,1
et_1726,2018-10-22,「不斷重播」普悠瑪翻覆　陳金德：懇請給家屬一份體貼,3,1,1
ct_4703,2018-11-10,台北》「他像在準備聯考」陳佩琪將陪柯P參加辯論,5,4,3
ltn_7228,2018-11-20,盧秀燕宣布辭去立委職務 現場簽署辭職書,1,1,3
ct_1399,2018-10-09,觀塘案爭議 丁守中：民進黨公信力掏空殆盡該砍掉重練,4,2,4
ltn_4934,2018-11-07,藍委酸「沒人要當高雄人」財政部長：高雄財政有改善,3,3,3
et_1008,2018-10-05,「翠玉白菜被當地攤貨拿去媚日」　名嘴批：可恥、可恨,5,5,5
et_4436,2018-11-19,公投案惹議！藍委批中選會「東廠」　陳英鈐公開道歉,2,3,3
et_4710,2018-11-21,堅持非核家園　林義雄籲：對「以核養綠」公投投不同意票,3,1,2
et_4798,2018-11-22,請老公幫拍「跟韓國瑜握手照」！她一看成果傻眼：真的只有手,3,5,5
et_2664,2018-11-01,台北市長選情民調柯文哲38％　丁守中一個月29％漲到35％逼近,2,2,1
ltn_3991,2018-10-30,挨批存威權觀念沒進步 侯駁：蘇以前對我讚不絕口,5,3,2
ltn_7832,2018-11-23,姚文智官網遭控盜圖 姚辦：對作業疏失誠摯致歉,2,3,1
ct_4363,2018-11-07,桃園》8日投入選務工作 鄭文燦請假跑選舉,3,1,1
ct_3670,2018-11-01,台北》柯P：為讓道路整齊清潔 意外降低車禍傷亡,2,2,2
ltn_4987,2018-11-07,打臉理事長挺韓 六龜觀光協會10理監事力挺陳其邁 ,4,3,3
ltn_6215,2018-11-15,國民黨發表催票廣告 批蔡英文幻想境外假消息網路霸凌台灣,5,4,3
et_2918,2018-11-05,影／柯P競總小野挺陳其邁！　「高雄轉捩點需要實在做事的人」,4,4,2
ltn_2948,2018-10-20,蘇貞昌批侯「觀念迂腐、不斷抄襲」 督導的業務也生疏,5,3,3
ltn_399,2018-09-28,新北選情拉鋸 侯友宜喊話：支持者站出來,3,2,1
ltn_2058,2018-10-12,賴清德提中火4燃煤機組退場 盧秀燕批：搶救林佳龍選情,5,3,4
ct_191,2018-09-26,宜蘭》最年輕縣議員薛呈懿 赴日訪最年輕市長,2,4,3
ct_2224,2018-10-18,王世堅賭韓國瑜當選要跳海 李來希：段爺要賭吞球嗎？,4,5,3
et_3980,2018-11-15,黃敏惠承諾沿用公務員　涂陣營嗆：顯示選情已經告急了,5,3,3
ltn_2438,2018-10-16,交通部辦招商大會  釋出逾1180億元商機,1,1,1
et_727,2018-10-01,丁守中批中選會荒腔走板：公投針對國民黨先畫靶再射箭,4,3,3
et_3004,2018-11-06,影／民調僅落後1％　蘇貞昌：市民希望有正派的市長,3,1,1
et_5023,2018-11-23,影／選戰倒數...感性憶從政初衷　蘇貞昌：我總是全力以赴,5,3,3
ltn_5477,2018-11-10,關埔造勢晚會人潮擠爆！府院連線力挺林智堅,2,2,1
ltn_7699,2018-11-22,選情拉鋸    柯文哲、丁守中午後士林北投掃街拚人氣,2,1,1
et_4437,2018-11-19,張宏陸告發侯友宜違法散佈民調　籲新北選委會別破壞民主基石,5,2,3
et_4792,2018-11-22,影／「冷豔」韓冰加「嗆辣」小編　韓流女力橫掃瑞豐夜市,4,5,4
et_4141,2018-11-17,快訊／暗諷陳菊「大母豬」！韓國瑜切割刀一劃…吳敦義道歉了,5,5,5
ltn_5385,2018-11-10,北市電視辯論》丁提如何推動性別平等 姚文智酸柯文哲「見市長要先化妝」,5,5,3
ltn_6134,2018-11-14,柯P稱統獨是「假議題」  國台辦4字回應...,5,5,5
et_5219,2018-11-24,新北／接棒朱立倫！侯友宜喊贏了：要做站在第一線的市長,5,2,3
ltn_5964,2018-11-13,帛琉總統歡迎台灣觀光客 大推與鯊魚共游「牠們吃素的！」,2,2,3
ct_318,2018-09-27,台大沒校長排名變好？ 黃創夏：沒總統...,5,5,3
ltn_6314,2018-11-15,柯媽稱：身體不好領1500幹嘛？  丁守中：說法荒謬,4,5,3
ltn_6982,2018-11-19,TVBS下架AIT莫健專訪 陸委會：自我限縮將斷送民主,5,2,2
ct_645,2018-10-01,台中》綠議員再批盧秀燕「死人連署」是奧步,3,3,4
ct_1587,2018-10-11,面對大陸壓力 巴拉圭總統阿布鐸：做生意不會犧牲任何友邦,3,1,3
ct_861,2018-10-03,韓國瑜網路聲量超過柯文哲 單厚之：「韓流」不誇張,5,2,2
ct_2840,2018-10-24,柯市府選前再加碼還債10億 遭疑是政治動作,2,3,2
ltn_6026,2018-11-14,前立委林國慶：未支持韓國瑜,3,2,2
ltn_8218,2018-11-24,題目太多濫用   郭台銘批：公投已失焦,3,3,1
ltn_4219,2018-11-01,禁意識形態抗議惹議 韓國瑜：要抗議請去台北,5,2,3
et_777,2018-10-02,支不支持重啟深澳電廠簽署書　林右昌拒簽：題目太爛,5,2,3
et_321,2018-09-25,總統府帳篷綠白變成紅白！丁守中：民進黨跟白色力量合作？,5,5,3
et_3956,2018-11-15,影／讚韓流反映民怨高漲　馬英九：有人點火的話一下就星火燎原,5,2,2
ltn_1983,2018-10-12,美對台軍售朝向常態化！薛瑞福：政府對政府的「外國軍售」,3,2,2
ct_400,2018-09-28,三井outlet將完工 楊典忠催生梧棲到三井渡輪,1,1,1
ct_6652,2018-11-23,台東》甚麼都沒有也是種特色 黃治維：打一場乾淨的選戰,2,1,3
ct_389,2018-09-28,台中》摘龍眼、拔龍鬚菜、名字被作文章 林佳龍：心也會痛,4,3,3
et_3390,2018-11-10,影／姚文智追打兩岸一家親　柯P反嗆扣紅帽：講一句話後面一直補,5,4,3
et_1787,2018-10-21,普悠瑪翻覆逾百人傷亡！徐榛蔚：商請國光、葛瑪蘭等4客運公路疏運,3,4,4
ltn_4257,2018-11-01,嘉縣長辯論會》吳育仁提設勞工局 局長由工運幹部擔任,2,1,1
ltn_4299,2018-11-02,被鋼筋毆傷頭部 賴香伶出院：繼續為勞工朋友努力,2,3,1
ltn_5243,2018-11-09,教育部所屬機構設置作業基金 立院三讀通過,1,1,1
et_1265,2018-10-09,2013允諾藻礁永存、2018三接通過　環團批蔡英文「騙更兇」,3,3,2
et_2135,2018-10-26,洪耀福：新北選情倒吃甘蔗　高雄「緊張中帶穩定」,2,1,1
ct_5582,2018-11-16,台南》高思博批南市長帶頭違法為黃偉哲輔選 黃偉哲：我以立委身分參加,4,2,3
et_342,2018-09-25,影／強制備詢！「吳音寧條款」通過了　不進議會就開罰,5,2,3
ltn_6668,2018-11-17,吳敦義輔選暗罵「母豬」 時力女秘書長痛批：粗鄙、惡毒,5,5,3
ct_1350,2018-10-09,同一人簽28往生者公投案 綠批藍連署變「死亡筆記本」,4,4,5
et_5141,2018-11-24,林夕：韓粉IP都中國！韓國瑜80萬票打臉「網路聲量是真的」,5,2,1
et_4591,2018-11-20,影／姚文智稱中國要求選總統　柯P：何止中國，每個國家都在問,5,2,3
ct_5861,2018-11-18,台中》國光里長陳仁榮、市議員邱素貞 成立聯合競總,5,1,1
et_636,2018-09-29,柯文哲教育政策「建立網路人權」　保住窮人小孩翻身機會,1,1,3
et_674,2018-09-30,影／挺侯友宜轟促轉會！馬英九送黃煌雄20個字「拒絕做東廠、正人先正己」,4,4,4
et_5348,2018-11-24,快訊／徐榛蔚破8萬票自行宣布當選！　首代傅崐萁出征開紅盤,1,2,1
ltn_4848,2018-11-06,抄《搶救雷恩大兵》電影海報宣傳 韓粉意外咒到韓導,5,4,4
ltn_3744,2018-10-28,馬英九首次陪丁丁掃街 300人攻佔公館商圈,4,2,2
et_3070,2018-11-07,2035消滅燃油機車？行政院卓榮泰：不會實施任何限牌限量政策,2,2,3
et_1702,2018-10-17,26噸神秘大貨車...柯文哲藍綠色行動競總曝光！,5,5,5
ltn_6003,2018-11-14,境外資安威脅 蔡：政府雙管齊下防護,1,1,2
ct_4102,2018-11-05,台北》小野挺陳其邁 丁守中：證明蔡、柯合謀,5,2,3
ct_2887,2018-10-25,新北》三重空軍一村改建文化園區　李倩萍促準時完工,2,1,2
ltn_8232,2018-11-24,看不懂公投議題撕7張票   暴走男恐罰3萬5千元,3,3,4
ct_6921,2018-11-24,高雄》韓國瑜穩定領先擬感言 韓粉嗨到淚崩,4,5,4
ltn_5552,2018-11-11,邀親子劇團表演搶攻親子票 許乃文化身超級奶爸宣揚公托理念,2,1,3
ltn_760,2018-10-01,花縣府點交財產遭轟出門外 蔡碧仲：縣府認定租約存續,2,2,3
ltn_2663,2018-10-18,台美攜手對抗假新聞 美國副助卿：民主制度站在一起迎擊挑戰,2,1,1
ltn_5867,2018-11-13,柯市場拜票攤商有怨 吃早餐再遇抗議停敬老金,3,2,2
et_3195,2018-11-08,母語在家學是絕對的正確！　韓國瑜第2支競選影片談「雙語教學」,5,4,3
ct_1124,2018-10-06,台北》柯P還債屢遭質疑 財政局長出數學試題回應,5,3,5
et_350,2018-09-25,影／綠委控韓國瑜蓋賭場、消滅母語　藍委批「假新聞！選情告急就抹黑」,5,4,3
et_1653,2018-10-17,韓國瑜粉絲頁自己關的　綠：自導自演還帶風向！,4,5,3
ltn_6011,2018-11-14,林佳龍︰連任做滿4年 盧秀燕︰力拚經濟,2,1,3
et_1488,2018-10-19,影／阿扁預告參加兒子競選總部晚會　陳致中：候選人各自打拚,2,1,2
ltn_5018,2018-11-08,東奧正名公投若通過 是否啟動正名？吳釗燮︰中華奧會獨立行使職權,3,2,4
ct_2783,2018-10-23,被嚇到！司機尤振仲拒政院調查小組約談,5,5,3
ct_541,2018-09-30,台東》One Night In台東！ 鄺麗貞：擦乾淚水再次出發,5,3,4
ct_1946,2018-10-15,基隆》謝立功婦女後援會成立 型男美女立委來助陣,3,4,5
ltn_7817,2018-11-23,新北選前之夜藍綠板橋拚場 侯友宜：會贏得勝利,3,1,3
ltn_2222,2018-10-14,行政院停建深澳電廠 馬英九批為救新北、台中選情,4,3,2
et_2770,2018-11-03,財政、主計長也不知還債錢哪來　柯文哲：認真做就可省錢,2,2,4
et_5336,2018-11-24,快訊／澎湖綠地變藍天？賴峰偉獲1.7萬票　小幅領先陳光復,2,3,2
ltn_5820,2018-11-13,恆春鎮長選戰殺到見骨 張榮志怒告墾丁里長張昌益等人,4,4,4
ltn_4238,2018-11-01,桃園議員候選人拜票贈品超實用 網友讚：知道月底了,5,5,4
et_2290,2018-10-28,韓國瑜旋風掃全台　馬英九：我們對手也到了被換的時候,2,3,4
ltn_6015,2018-11-14,韓國瑜不唱夜襲了？ 范世平分析「中間選民跑掉了」,3,4,4
ltn_7318,2018-11-20,桃園變身全台客家亮點 鄭文燦向鄉親催票求支持！,1,1,2
ltn_6926,2018-11-19,謠言終結站》 國民黨要用錢全得向黨產會申請？ 黨產會駁斥：悖離事實,4,4,4
ltn_7156,2018-11-20,感謝對手參加辯論 陳其邁：會愛韓國瑜一萬年,3,1,3
ltn_7526,2018-11-21,鄭南榕女兒為蘇貞昌站台！問侯「怎麼看當年的鄭南榕事件」？,4,4,4
ct_6422,2018-11-22,選前之夜 蔡英文擬從宜蘭起跑台北壓軸,1,1,1
et_3993,2018-11-15,擅改公投公報遭告上監察院　中選會：曾有發布修正公告前例,2,1,1
ct_5725,2018-11-17,台中》台中反空汙遊行　林佳龍：支持並善意回應,1,1,2
ltn_4853,2018-11-06,決戰宜蘭！蔡英文力挺陳歐珀 輔選幹部：選前還會再來,1,1,2
ct_2761,2018-10-23,馬英九第一時間探視普悠瑪傷患  徐佳青轟：非常不當,3,3,4
ct_6541,2018-11-22,高雄》韓冰首發夜市掃街  人潮灌爆瑞豐夜市,5,4,4
et_4640,2018-11-21,高雄市長選情燒滾滾　警搬「烤肉架」來降溫,4,3,5
ct_216,2018-09-26,當選就找吳音寧入閣 朱學恒寫詩獻給姚文智,2,4,3
ct_1172,2018-10-07,台中》盧秀燕參加槌球賽開幕活動 展露身手進球得分,1,1,2
et_2842,2018-11-04,王世堅挺姚文智「綠色選民回流」　批柯文哲用民調帶風向,3,3,3
et_2418,2018-10-30,加強新住民福利政策　魏明谷：希望新住民把彰化當第2家鄉,1,1,2
et_1241,2018-10-09,想回家但沒有選擇…　網製「韓國瑜幫我回家」惹哭一票北漂族,5,5,5
ct_4956,2018-11-12,新北市第三屆市長選舉12日舉行公辦電視政見發表會,1,1,1
ct_4443,2018-11-08,提升我反潛作戰能力！銘傳、逢甲軍艦今成軍,1,1,2
ltn_4223,2018-11-01,公務員選舉期間幫候選人臉書按讚 恐違行政中立法,3,3,1
ct_312,2018-09-27,賴揆：運用食品雲大數據 全面提升食安危機處理能力,1,1,3
ct_405,2018-09-28,台中》盧秀燕聯合南屯問政說明會 吸引2千人爆棚,1,3,3
ct_5953,2018-11-19,台南》黃偉哲選前之夜 改推36小時直播挺台南,1,1,3
et_3725,2018-11-13,影／「超強母雞」跨區助選北市議員　蘇貞昌評姚文智辯論：每個人都很努力,4,3,4
ltn_1672,2018-10-09,林佳龍：中彰投發電不足40億度 盧秀燕「中電不北送」侯也打臉,3,3,5
ct_957,2018-10-04,台北》遭勇哥點名加入柯P黨 高嘉瑜：阿扁太大咖我沒資格回應,4,3,4
ct_1083,2018-10-05,黃暐瀚：年底選戰 民進黨恐因「憤怒柯粉們」全台告急！,4,3,5
et_972,2018-10-04,影／移植的器官哪裡來？柯文哲：當年只知用死刑犯當捐贈,3,1,2
ct_5392,2018-11-15,雲林》李進勇抨擊張麗善兒子做蒜頭生意 張席維衝上前理論互批,3,2,2
ct_2125,2018-10-17,回應國台辦評東奧正名公投 陸委會：不要過度連結,1,1,2
ltn_4232,2018-11-01,國民黨桃市資深議員劉茂群  涉賄選25萬元交保,2,1,1
et_1989,2018-10-24,地震來怎麼辦？高嘉瑜躲桌被笑+拍照　網卻歪樓「粉紅花花鞋」,5,5,4
et_1697,2018-10-17,影／王美花坦言星、韓仍自稱開發中　藍委批台自棄談判籌碼,2,2,3
ltn_6452,2018-11-16,彰縣孕婦每胎領10萬！黃文玲：錢從這裡來‧‧‧,5,5,5
et_1207,2018-10-08,「中電北送」不同調盧秀燕　侯友宜：這是中央的政策方向,2,1,2
et_5082,2018-11-23,許信良：民進黨若九合一大敗　蔡英文2020連任夢碎,2,3,2
ct_2526,2018-10-20,嘉義》市長選戰3強尬場 馬英九偕黃敏惠吃炒米粉 蕭淑麗斗笠造型登場 涂醒哲音樂會吸青年,4,3,3
et_2526,2018-10-31,影／又老又窮自助餐？韓國瑜：檢驗標準可以放諸四海,3,4,4
ct_6600,2018-11-23,影》高嘉瑜13年前稚嫩片曝光　網秒戀：細腰美腿都沒變,5,5,5
ct_706,2018-10-02,台中》國民黨議員批市長「夫人干政」主持會議？林佳龍反駁不實指控已經提告,4,4,3
ct_3388,2018-10-30,高雄》力挺愛妻邱議瑩 李永得批韓國瑜侮辱高雄人,3,3,4
et_2230,2018-10-27,塑造安全的交通環境「老百姓也不知道」　柯文哲：該做還是要做,2,1,2
ct_1544,2018-10-11,台北》秦慧珠若邀柯出席大會將遭黨處分 柯P嘆被兩黨封殺,4,3,5
ct_2210,2018-10-18,姚文智嫌小英對柯「罵得不夠多」 柯P引孫子兵法回應,5,4,4
ltn_8111,2018-11-24,全台投票所塞爆！至少排30分鐘 網友怨：卡在公投,5,4,3
ct_5180,2018-11-13,段宜康開記者會繼續質疑侯友宜家族養地、炒地,4,3,2
ct_3225,2018-10-28,南投》吳敦義夫人蔡令怡到埔里為黃世芳加油打氣  呼籲好人才不要被埋沒,1,1,3
ct_2959,2018-10-25,台中》未來事件簿林佳龍大贏盧秀燕25塊 盧競總：微幅領先,1,1,3
ltn_5215,2018-11-09,盧秀燕發表交通政見 中市交通局長：抄襲、冷漠！,4,3,4
ltn_2193,2018-10-14,憲兵參加調查局幹訓班 莫又銘勉為憲兵情偵注入新思維,1,1,1
et_27,2018-09-24,吳音寧說「台灣歧視單身女」　孫大千轟牽拖：沒經驗又領高薪,4,3,4
et_4424,2018-11-19,黃偉哲22日起連續直播36小時催票　3台直播車巡迴台南37行政區　,1,1,2
