statistic_yyy,district_code,site_id,village,single_age_15down_m,single_age_15_19_m,single_age_20_24_m,single_age_25_29_m,single_age_30_34_m,single_age_35_39_m,single_age_40_44_m,single_age_45_49_m,single_age_50_54_m,single_age_55_59_m,single_age_60_64_m,single_age_65_69_m,single_age_70_74_m,single_age_75_79_m,single_age_80_84_m,single_age_85_89_m,single_age_90_94_m,single_age_95_99_m,single_age_100up_m,single_age_15down_f,single_age_15_19_f,single_age_20_24_f,single_age_25_29_f,single_age_30_34_f,single_age_35_39_f,single_age_40_44_f,single_age_45_49_f,single_age_50_54_f,single_age_55_59_f,single_age_60_64_f,single_age_65_69_f,single_age_70_74_f,single_age_75_79_f,single_age_80_84_f,single_age_85_89_f,single_age_90_94_f,single_age_95_99_f,single_age_100up_f,married_15down_m,married_15_19_m,married_20_24_m,married_25_29_m,married_30_34_m,married_35_39_m,married_40_44_m,married_45_49_m,married_50_54_m,married_55_59_m,married_60_64_m,married_65_69_m,married_70_74_m,married_75_79_m,married_80_84_m,married_85_89_m,married_90_94_m,married_95_99_m,married_100up_m,married_15down_f,married_15_19_f,married_20_24_f,married_25_29_f,married_30_34_f,married_35_39_f,married_40_44_f,married_45_49_f,married_50_54_f,married_55_59_f,married_60_64_f,married_65_69_f,married_70_74_f,married_75_79_f,married_80_84_f,married_85_89_f,married_90_94_f,married_95_99_f,married_100up_f,divorced_15down_m,divorced_15_19_m,divorced_20_24_m,divorced_25_29_m,divorced_30_34_m,divorced_35_39_m,divorced_40_44_m,divorced_45_49_m,divorced_50_54_m,divorced_55_59_m,divorced_60_64_m,divorced_65_69_m,divorced_70_74_m,divorced_75_79_m,divorced_80_84_m,divorced_85_89_m,divorced_90_94_m,divorced_95_99_m,divorced_100up_m,divorced_15down_f,divorced_15_19_f,divorced_20_24_f,divorced_25_29_f,divorced_30_34_f,divorced_35_39_f,divorced_40_44_f,divorced_45_49_f,divorced_50_54_f,divorced_55_59_f,divorced_60_64_f,divorced_65_69_f,divorced_70_74_f,divorced_75_79_f,divorced_80_84_f,divorced_85_89_f,divorced_90_94_f,divorced_95_99_f,divorced_100up_f,widowed_15down_m,widowed_15_19_m,widowed_20_24_m,widowed_25_29_m,widowed_30_34_m,widowed_35_39_m,widowed_40_44_m,widowed_45_49_m,widowed_50_54_m,widowed_55_59_m,widowed_60_64_m,widowed_65_69_m,widowed_70_74_m,widowed_75_79_m,widowed_80_84_m,widowed_85_89_m,widowed_90_94_m,widowed_95_99_m,widowed_100up_m,widowed_15down_f,widowed_15_19_f,widowed_20_24_f,widowed_25_29_f,widowed_30_34_f,widowed_35_39_f,widowed_40_44_f,widowed_45_49_f,widowed_50_54_f,widowed_55_59_f,widowed_60_64_f,widowed_65_69_f,widowed_70_74_f,widowed_75_79_f,widowed_80_84_f,widowed_85_89_f,widowed_90_94_f,widowed_95_99_f,widowed_100up_f
107,10004020005,新竹縣竹東鎮,東寧里,212,111,138,107,76,53,34,31,9,15,8,3,0,1,1,0,0,2,0,194,131,138,101,47,41,33,12,11,6,5,1,2,0,0,0,0,0,0,0,0,1,18,53,84,101,116,116,109,70,76,44,42,24,14,6,1,0,0,0,6,42,60,93,108,104,109,89,86,75,37,29,11,2,2,0,0,0,0,0,4,5,10,17,22,18,20,11,14,3,3,2,0,0,0,0,0,0,1,1,10,14,15,27,13,26,20,15,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,5,5,5,4,7,0,0,0,0,0,0,1,0,2,7,10,13,24,39,34,43,41,25,14,2,1
107,10004020006,新竹縣竹東鎮,上舘里,772,424,459,378,236,165,95,68,41,16,13,8,1,1,1,1,1,0,0,754,326,409,289,134,103,49,44,17,21,9,6,1,0,1,2,1,0,0,0,0,9,59,168,250,281,299,316,281,245,157,99,93,60,18,8,2,0,0,4,31,115,203,334,329,344,290,271,221,147,98,63,32,4,2,0,0,0,0,2,13,19,38,47,74,61,58,39,26,4,3,3,1,0,0,0,0,0,3,18,32,49,81,69,85,76,55,19,7,5,1,0,0,0,0,0,0,0,0,0,0,0,3,2,8,10,10,9,11,14,17,7,0,0,0,0,0,1,2,5,13,23,19,40,53,59,58,80,80,35,18,3,1
107,10004020007,新竹縣竹東鎮,大鄉里,399,248,213,174,110,94,39,29,15,9,6,6,2,2,0,0,0,0,0,377,211,198,149,75,30,31,19,16,10,4,4,1,0,0,0,0,0,0,0,0,4,29,65,97,143,151,198,149,138,75,56,70,33,16,4,1,0,0,0,11,40,67,140,174,199,164,150,106,73,52,36,20,7,4,0,0,0,0,0,7,15,14,32,40,33,15,9,6,4,3,2,0,0,0,0,0,0,4,7,13,20,24,37,29,23,16,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,2,7,11,6,5,0,0,0,0,0,0,2,1,3,2,18,23,19,25,25,40,45,27,8,1,0
107,10004020008,新竹縣竹東鎮,東華里,49,22,19,24,16,13,5,3,10,3,3,4,1,2,1,0,0,0,0,42,17,12,17,18,7,4,10,6,8,2,4,0,0,0,1,0,0,0,0,0,0,4,11,13,13,15,13,31,27,22,17,19,6,6,0,0,0,0,0,0,3,7,15,19,12,17,21,21,13,18,6,8,2,0,0,0,0,0,0,0,2,3,2,5,7,3,6,3,0,0,1,0,0,0,0,0,0,0,1,2,2,6,3,2,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,0,0,0,0,0,0,0,0,0,2,4,0,1,1,6,19,13,7,2,2,0
107,10004020009,新竹縣竹東鎮,商華里,229,119,118,118,76,49,44,34,16,22,14,5,1,4,3,0,1,0,0,232,127,119,100,50,28,19,17,14,10,8,4,1,2,0,1,0,0,0,0,1,5,13,34,56,61,75,97,93,71,74,41,50,25,21,4,0,1,0,2,11,26,44,83,88,76,102,61,66,64,39,39,17,4,1,0,0,0,0,1,3,7,17,38,34,54,36,20,15,5,2,1,2,1,0,1,0,1,2,7,16,22,32,27,24,33,18,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,8,6,5,4,0,0,0,0,0,0,1,1,1,5,10,12,10,23,20,32,30,14,10,3,0
107,10004020010,新竹縣竹東鎮,竹東里,90,43,57,49,33,22,9,14,12,12,6,1,0,0,0,0,0,0,0,81,33,48,40,20,8,9,5,8,5,2,0,1,0,0,1,0,0,0,0,0,2,3,14,27,23,27,41,35,39,50,33,35,29,15,7,1,0,0,0,4,8,24,26,28,32,29,49,29,47,31,23,20,3,2,0,0,0,0,0,0,1,4,5,11,9,8,10,2,3,1,1,0,0,0,0,0,0,0,1,2,1,6,8,11,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,5,1,3,3,3,0,0,0,0,0,0,0,0,0,2,3,4,4,8,8,23,17,18,6,3,0
107,10004020011,新竹縣竹東鎮,榮樂里,112,49,52,49,49,39,18,8,7,5,3,3,3,3,1,0,0,0,0,92,40,46,33,31,13,7,7,4,6,6,5,0,1,1,0,0,0,0,0,0,1,1,13,35,30,52,30,39,60,36,25,28,18,4,1,0,0,0,0,1,6,15,35,43,35,26,49,41,38,26,13,14,2,0,1,0,0,0,1,0,1,5,7,7,9,4,9,5,3,3,0,0,0,0,0,0,0,0,1,4,9,5,7,8,15,7,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,7,1,2,1,0,0,0,0,0,0,0,0,2,1,5,8,12,7,12,13,20,11,5,1
107,10004020012,新竹縣竹東鎮,鷄林里,354,160,163,130,101,77,38,29,16,18,8,4,0,0,1,0,0,0,0,342,152,125,106,67,57,28,29,21,11,4,7,1,1,1,1,0,0,0,0,0,2,20,53,120,117,120,99,110,94,94,46,63,33,9,1,0,0,0,0,8,30,71,157,127,127,83,86,107,91,41,33,18,1,0,1,0,0,0,1,4,9,19,25,32,36,28,13,17,6,5,1,1,0,0,0,0,0,1,5,15,31,34,42,38,35,29,10,4,5,1,1,0,1,0,0,0,0,0,0,0,0,0,5,3,5,9,5,12,11,8,6,2,0,0,0,0,0,0,0,3,6,8,20,23,26,21,43,36,27,13,1,0
107,10004020013,新竹縣竹東鎮,仁愛里,265,166,183,123,73,56,26,18,23,17,8,4,5,0,0,0,0,1,0,270,146,116,101,56,28,26,20,8,8,1,3,3,5,0,0,0,0,0,0,0,3,12,47,90,107,110,117,110,92,56,40,39,20,19,1,0,0,0,0,3,22,64,111,134,106,111,96,87,42,29,25,17,5,0,0,0,0,0,2,2,2,12,16,23,31,24,13,8,5,5,3,1,0,0,0,0,0,0,5,14,12,21,27,28,19,11,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,4,4,5,9,8,1,1,0,0,0,0,0,1,2,4,7,10,19,27,19,21,24,37,25,5,3,0
107,10004020014,新竹縣竹東鎮,五豐里,842,381,447,300,171,143,83,54,23,23,9,4,4,3,0,0,1,0,0,784,340,364,247,105,73,53,21,28,16,11,7,3,0,0,0,0,0,0,0,0,10,56,102,190,244,254,285,255,162,118,78,64,31,22,5,1,0,0,3,25,82,157,303,302,275,271,186,135,113,57,32,18,8,0,0,0,0,0,2,7,13,29,55,52,59,38,32,19,15,5,3,0,0,0,0,0,0,5,17,19,62,69,88,75,60,51,21,9,4,2,1,0,0,0,0,0,0,0,0,0,1,2,2,3,9,6,6,12,9,8,5,0,0,0,0,0,0,1,2,8,15,22,34,34,61,40,43,52,21,9,2,0
107,10004020015,新竹縣竹東鎮,三重里,632,279,289,258,137,116,73,28,21,16,13,2,1,1,2,0,0,1,0,640,240,257,195,94,54,47,33,18,14,8,1,2,0,2,0,0,0,0,0,0,7,29,104,237,237,250,203,224,182,99,58,61,25,20,3,1,0,0,2,10,52,143,266,276,214,229,225,145,98,40,34,16,4,0,0,0,0,0,0,2,8,25,36,45,26,31,22,13,3,2,0,1,0,0,0,0,0,7,4,19,41,42,55,47,34,31,6,2,3,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,4,7,5,13,17,11,2,2,0,0,0,0,0,0,2,8,11,20,15,32,46,34,35,34,28,7,2,1
107,10004020016,新竹縣竹東鎮,頭重里,289,171,177,159,113,62,61,26,12,6,6,2,0,0,0,0,0,0,0,281,127,175,124,71,45,32,20,16,9,6,2,2,1,1,0,0,0,0,0,0,5,38,88,168,180,179,166,164,146,105,46,40,21,8,6,2,0,0,0,8,39,96,126,140,171,144,147,135,77,27,23,16,8,2,0,0,0,1,1,4,9,15,18,31,25,27,7,7,5,1,0,0,0,0,0,0,0,0,4,10,15,17,17,22,11,9,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,5,12,6,15,14,7,0,0,0,0,0,0,0,5,3,5,6,18,21,31,25,31,38,26,9,2,1
107,10004020017,新竹縣竹東鎮,員山里,89,79,90,73,51,23,19,9,5,3,2,1,1,0,0,0,0,0,0,101,45,79,77,28,17,8,13,6,1,4,3,0,1,0,0,0,0,0,0,1,1,14,33,45,50,72,82,73,82,33,28,34,10,15,1,1,0,0,0,1,14,34,45,57,57,76,69,42,30,20,19,16,8,1,0,0,0,0,0,3,2,6,10,11,15,16,7,8,1,0,2,1,0,0,0,0,0,0,2,5,5,9,9,13,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,4,9,4,6,0,0,0,0,0,0,1,0,1,2,5,8,10,4,5,14,17,9,5,1,0
107,10004020018,新竹縣竹東鎮,柯湖里,32,13,28,32,13,9,7,6,3,3,0,1,0,0,0,1,1,0,0,26,16,23,16,8,7,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9,7,14,18,19,39,21,20,11,10,3,7,0,0,0,0,0,1,4,10,14,8,15,13,16,16,15,4,5,1,3,0,0,0,0,0,0,2,2,3,4,8,4,9,5,7,3,0,0,0,0,0,0,0,0,0,1,1,2,4,2,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,7,12,8,2,2,0
107,10004020019,新竹縣竹東鎮,二重里,1282,447,392,358,290,224,105,48,28,20,16,8,2,3,1,0,0,0,0,1153,366,388,277,162,115,72,46,23,17,9,8,1,6,2,2,0,0,0,0,0,17,70,315,474,444,417,339,342,291,186,112,80,46,18,8,0,0,0,3,26,120,360,521,456,399,315,354,243,147,68,51,32,8,2,0,0,0,0,1,9,14,44,60,66,59,44,27,17,4,4,1,1,1,0,0,0,0,1,12,27,65,79,67,58,58,27,16,6,2,4,0,0,0,0,0,0,0,0,0,0,1,0,2,8,9,8,11,14,14,11,11,0,1,0,0,0,0,1,6,8,8,15,37,37,46,51,59,41,44,16,8,0
107,10004020020,新竹縣竹東鎮,中山里,134,60,65,68,35,40,20,13,12,7,10,4,4,2,2,2,0,0,0,110,63,67,66,41,14,6,10,11,8,2,3,2,0,2,1,1,0,0,0,0,1,12,20,40,40,42,46,63,48,42,27,30,19,16,5,1,0,0,0,3,15,29,39,47,35,44,47,43,45,16,28,21,6,0,0,0,0,0,0,0,2,4,5,10,13,14,16,6,1,0,1,0,0,0,0,0,0,0,1,5,9,1,9,9,7,7,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,7,5,2,0,0,0,0,0,0,0,2,1,2,4,8,9,15,13,24,30,18,6,5,1
107,10004020021,新竹縣竹東鎮,中正里,128,74,67,68,54,33,20,16,10,7,0,1,0,1,0,1,1,0,0,112,67,76,55,30,15,17,14,11,8,3,0,0,1,1,0,0,0,0,0,0,0,11,29,41,44,67,65,64,67,54,29,35,18,10,4,0,0,0,0,3,16,33,52,64,66,63,63,56,44,24,18,15,3,0,0,0,0,0,0,3,1,4,14,16,14,13,6,4,0,1,1,1,0,0,0,0,0,1,1,2,5,9,15,12,12,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,5,10,4,2,0,0,0,0,0,0,1,2,1,1,7,6,9,16,19,20,15,13,6,1,0
107,10004020022,新竹縣竹東鎮,南華里,78,29,43,29,29,19,14,8,7,3,1,1,0,1,0,0,0,0,0,76,27,30,33,19,11,4,7,8,3,1,3,1,1,1,0,0,1,0,0,0,2,3,15,21,21,26,35,41,31,38,17,26,18,4,2,1,0,0,0,0,4,21,32,22,30,22,28,33,28,15,23,5,2,2,1,0,0,0,0,0,1,7,4,12,7,7,9,4,2,1,0,0,0,0,0,0,0,0,2,4,7,0,5,2,5,4,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,4,3,0,0,0,0,0,0,0,0,1,0,2,4,7,9,10,21,17,15,4,0,0
107,10004020023,新竹縣竹東鎮,榮華里,728,336,310,235,160,102,62,47,47,23,9,2,2,1,0,0,0,0,0,719,283,321,210,103,88,56,38,33,24,12,10,3,1,0,1,1,0,0,0,0,7,42,107,185,187,215,204,230,161,138,102,77,78,31,6,1,0,0,0,9,64,136,272,266,227,192,204,166,157,67,82,40,8,0,0,0,0,0,2,5,8,23,27,40,41,52,21,16,10,7,1,0,0,0,0,0,0,3,13,17,46,50,57,57,39,40,32,8,4,2,2,0,0,0,0,0,0,1,0,0,0,0,1,5,3,6,5,16,12,13,5,3,0,0,0,0,0,2,3,5,8,18,18,32,32,47,71,80,51,23,3,1
107,10004020024,新竹縣竹東鎮,忠孝里,133,66,88,56,42,30,27,12,14,7,4,2,1,0,0,0,0,0,1,101,52,60,45,27,26,15,9,6,3,3,1,2,1,0,0,0,0,0,0,0,0,9,17,30,37,33,44,39,46,27,23,20,26,12,2,1,0,0,0,2,15,28,47,30,43,36,44,38,27,24,16,13,4,1,0,0,0,0,0,2,1,7,6,17,18,8,11,4,1,3,0,0,0,0,0,0,0,2,3,2,7,18,19,15,14,11,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,2,4,6,4,1,0,0,0,0,0,0,0,3,6,1,3,7,15,12,15,17,11,6,1,0
107,10004020025,新竹縣竹東鎮,陸豐里,62,27,16,27,12,12,5,4,4,1,0,2,1,0,0,1,0,0,0,45,27,20,24,6,4,2,4,0,2,1,0,1,0,0,0,0,0,0,0,0,1,7,10,11,14,12,24,27,19,28,9,8,5,5,0,0,0,0,0,0,8,9,15,10,11,18,13,17,15,8,3,5,2,0,0,0,0,0,0,2,2,3,5,3,2,6,3,1,1,0,0,0,0,0,0,0,0,1,1,1,4,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,4,4,2,10,10,5,3,2,0
107,10004050001,新竹縣湖口鄉,孝勢村,84,34,46,54,36,18,15,13,11,5,2,1,1,0,0,1,0,0,0,68,27,54,61,23,27,18,9,6,3,2,1,0,0,0,0,1,0,0,0,0,0,3,11,21,35,33,34,36,49,36,19,18,8,9,3,0,0,0,0,0,6,16,36,24,36,38,48,37,37,13,11,10,3,0,0,0,0,0,0,1,4,4,8,8,9,10,3,5,1,1,0,1,0,0,0,0,0,0,1,2,5,9,9,15,9,4,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,4,4,3,0,1,0,0,0,0,0,0,2,3,2,5,5,5,7,15,15,13,6,0,0
107,10004050002,新竹縣湖口鄉,仁勢村,78,32,42,34,20,11,7,8,4,3,3,1,0,2,1,0,0,0,0,66,32,38,25,11,15,6,7,7,9,3,0,0,0,1,2,0,0,0,0,0,1,5,9,16,16,22,21,35,17,22,18,13,9,7,1,0,0,0,0,4,6,8,22,19,18,25,26,25,19,13,13,9,1,0,0,0,0,0,0,0,0,7,7,3,9,2,4,4,0,1,1,0,0,0,0,0,0,0,0,3,7,2,5,6,7,2,6,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,3,1,1,1,0,0,0,0,0,0,1,0,1,0,2,4,2,7,12,12,6,9,0,0
107,10004050003,新竹縣湖口鄉,愛勢村,352,119,175,167,97,84,48,24,21,14,7,3,2,0,1,0,0,0,0,318,120,176,105,74,50,22,16,9,10,5,4,4,3,1,1,0,0,0,0,0,4,20,53,98,112,97,123,128,149,107,63,60,43,14,4,0,0,0,2,5,32,81,128,113,121,133,134,129,98,52,50,26,9,2,0,0,0,0,3,6,7,15,25,26,14,31,15,5,4,0,1,1,0,0,0,0,0,0,6,6,20,26,20,22,14,14,7,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,6,5,9,12,7,1,1,0,0,0,0,0,0,3,5,2,5,14,20,28,30,40,35,14,23,1,0
107,10004050004,新竹縣湖口鄉,信勢村,504,181,229,201,155,105,66,33,24,15,5,2,0,2,0,0,0,0,0,495,194,215,156,105,62,34,27,11,14,5,3,3,3,1,0,2,0,0,0,1,4,18,83,156,158,134,163,171,147,114,72,48,26,16,3,0,1,0,1,12,45,121,193,168,146,170,170,140,96,60,35,14,5,1,1,0,0,0,1,2,10,26,42,43,47,36,28,14,4,4,1,2,0,0,0,0,0,3,6,14,41,54,38,29,51,27,13,0,1,2,1,0,0,0,0,0,0,0,0,1,1,2,1,5,5,4,9,6,10,12,2,1,0,0,0,0,0,0,6,4,6,14,24,32,40,35,35,28,18,11,4,0
107,10004050005,新竹縣湖口鄉,中勢村,340,122,115,118,73,58,35,12,17,6,6,3,0,0,0,0,0,0,0,360,106,117,71,53,35,16,12,7,0,0,1,1,1,2,0,0,0,0,0,0,1,18,48,95,119,89,90,85,76,77,55,32,32,15,5,2,0,0,1,2,24,73,137,97,84,68,84,78,83,30,32,11,5,2,0,0,0,0,0,0,3,9,15,15,17,11,9,5,3,2,0,1,1,0,0,0,1,0,4,4,9,11,8,15,10,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,4,8,6,11,2,0,0,0,0,0,0,0,2,1,3,4,10,14,18,18,24,15,11,8,5,1
107,10004050006,新竹縣湖口鄉,德盛村,461,194,231,201,108,104,41,25,23,15,4,3,0,2,0,1,0,0,0,383,191,224,158,79,45,28,25,13,10,4,3,1,1,2,1,1,0,0,0,1,9,25,82,119,127,142,193,161,133,99,60,49,16,21,2,0,0,0,1,10,39,97,181,156,171,159,138,118,84,44,34,14,5,0,0,0,0,0,1,4,9,27,28,24,26,29,24,12,2,2,1,1,0,0,0,0,0,3,5,9,28,38,38,40,24,18,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,4,6,4,17,12,6,2,0,0,0,0,0,1,3,3,11,16,21,25,31,37,33,37,26,14,1,1
107,10004050007,新竹縣湖口鄉,和興村,196,106,160,136,72,55,29,21,14,12,3,3,0,0,0,1,0,0,0,158,102,116,102,61,36,13,11,3,3,0,1,0,0,1,0,0,0,0,0,1,3,13,35,58,87,86,110,139,74,67,32,54,25,11,2,0,1,0,1,5,25,45,84,81,94,119,86,58,46,31,27,17,5,1,0,0,0,0,2,2,3,12,19,24,25,18,16,6,3,1,0,0,1,0,0,0,0,2,4,7,12,7,10,11,11,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,5,7,9,8,5,1,0,0,0,0,0,1,0,3,4,4,20,18,10,26,29,31,12,9,1,0
107,10004050008,新竹縣湖口鄉,長嶺村,300,154,184,133,74,62,25,19,14,13,2,0,0,0,1,0,0,0,0,272,122,147,95,38,21,17,11,4,3,1,1,0,1,0,0,0,0,0,0,0,3,18,48,70,91,99,142,130,97,62,47,37,23,16,8,0,0,0,1,7,28,61,97,123,113,115,104,76,49,29,29,13,4,0,0,0,0,0,0,3,8,11,14,17,29,21,12,5,0,2,1,2,0,0,0,0,0,2,2,11,10,17,15,16,22,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,2,4,9,11,4,5,1,0,0,0,0,0,0,1,2,8,8,10,14,16,19,28,28,14,12,3,0
107,10004050009,新竹縣湖口鄉,長安村,92,53,62,41,21,18,15,6,7,3,1,0,0,0,1,0,0,0,0,66,37,46,37,16,11,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,28,27,38,36,47,45,32,21,28,13,4,2,0,0,0,1,3,15,19,30,26,37,30,38,33,16,14,17,4,4,0,0,0,0,0,0,1,1,4,10,10,9,7,2,5,1,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,4,3,2,3,0,0,0,0,0,0,0,0,3,1,6,5,6,5,5,16,4,5,1,2
107,10004050010,新竹縣湖口鄉,湖口村,207,117,150,128,67,47,21,23,9,8,1,2,2,0,2,0,0,0,0,194,111,128,87,52,24,11,9,9,5,3,1,0,0,1,0,0,0,0,0,0,2,16,35,50,64,82,123,124,96,64,33,33,39,12,3,0,0,0,0,7,27,46,63,82,90,102,123,68,40,28,29,15,1,0,0,0,0,0,0,2,6,11,10,17,19,19,12,11,3,2,1,0,0,0,0,0,0,4,3,9,10,11,18,13,16,9,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,5,4,2,7,6,3,0,0,0,0,0,0,1,1,5,2,8,9,13,14,18,22,31,14,5,5,0
107,10004050011,新竹縣湖口鄉,湖鏡村,221,81,96,85,82,43,28,16,12,14,4,2,1,2,0,1,2,0,0,169,84,98,74,33,24,20,9,12,17,4,2,3,0,0,0,0,0,0,0,0,0,12,31,58,66,69,78,92,81,65,25,23,19,21,5,0,0,0,0,1,22,43,62,65,60,70,95,63,60,23,20,15,3,0,0,0,0,0,0,4,5,9,6,12,13,24,14,4,2,1,1,0,0,0,0,0,0,0,2,5,7,12,9,18,9,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,6,3,6,5,6,2,1,0,0,0,0,0,1,2,0,2,7,9,16,30,13,14,24,12,9,1,0
107,10004050012,新竹縣湖口鄉,湖南村,140,68,54,67,44,25,11,8,8,3,2,4,1,0,1,1,0,0,0,115,56,54,43,22,21,4,4,6,3,2,0,1,0,0,0,0,0,0,0,1,2,9,19,33,43,43,51,60,57,44,26,22,11,10,3,1,0,0,0,3,14,30,43,43,50,57,39,56,38,10,12,4,2,0,0,0,0,0,0,2,3,5,9,12,14,13,13,0,2,2,0,1,0,0,0,0,0,0,1,4,6,7,12,10,9,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,2,7,4,3,1,0,0,0,0,0,0,0,2,1,2,4,8,12,20,19,14,11,7,5,0,0
107,10004050013,新竹縣湖口鄉,波羅村,190,98,112,90,51,60,27,20,13,8,5,1,0,1,1,0,1,0,0,141,96,97,56,27,21,10,7,5,3,1,1,1,0,0,0,0,1,0,0,0,4,12,33,53,84,80,76,79,53,56,20,18,10,6,1,0,0,0,1,7,13,53,72,107,68,71,68,52,35,13,10,8,1,1,0,0,0,0,0,2,2,7,22,19,24,13,7,6,2,1,1,0,0,0,0,0,0,3,2,16,9,14,26,23,18,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,4,5,1,0,0,0,0,0,0,3,2,1,3,5,13,10,12,16,8,8,5,6,1,0
107,10004050014,新竹縣湖口鄉,鳳凰村,369,175,215,221,160,127,62,35,9,13,5,2,1,1,0,0,0,0,0,308,159,199,162,117,57,34,24,11,11,5,5,1,0,0,0,0,0,0,0,0,5,29,85,178,169,158,160,173,151,120,49,37,16,12,2,1,0,0,1,13,42,108,173,166,154,164,167,134,71,37,15,16,3,0,0,0,0,0,1,4,12,27,33,38,36,36,36,13,5,2,2,0,0,0,0,0,0,2,13,38,68,67,51,52,45,27,12,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,3,4,2,10,9,3,1,0,0,0,0,0,1,7,4,5,15,17,21,30,35,21,15,11,9,1,1
107,10004050015,新竹縣湖口鄉,鳳山村,204,108,157,138,103,67,43,27,14,6,7,9,1,1,1,4,7,2,0,196,90,113,112,51,45,21,12,11,6,3,3,0,0,1,0,0,0,0,0,0,5,24,48,92,91,88,104,124,103,57,28,24,12,20,11,2,0,0,1,10,34,73,88,92,104,95,127,73,41,23,17,11,2,2,0,0,0,0,1,2,7,19,21,25,25,26,11,13,2,0,1,1,1,1,0,0,1,1,5,8,17,29,29,24,21,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,1,6,2,3,2,4,3,1,1,0,0,0,0,0,3,4,6,11,17,27,21,35,33,22,16,7,3,0
107,10004050016,新竹縣湖口鄉,中興村,577,260,263,223,127,101,65,42,16,10,10,1,2,0,0,2,6,1,0,558,216,234,183,95,59,29,21,16,4,4,1,0,0,0,1,0,0,0,0,0,6,48,115,254,301,229,180,166,95,69,41,17,15,41,24,6,0,0,2,8,74,197,279,272,210,190,126,99,62,30,24,8,1,1,0,0,0,0,1,6,9,31,50,37,41,32,28,14,2,2,2,1,2,1,0,0,1,4,11,33,66,56,86,43,40,31,15,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,7,1,1,3,3,6,8,0,0,0,0,0,0,1,5,5,15,27,42,32,69,55,43,25,8,10,0,1
107,10004050017,新竹縣湖口鄉,信義村,373,145,171,149,81,60,38,16,13,10,6,5,0,1,1,0,0,0,0,337,129,147,110,54,41,22,12,8,7,4,3,0,1,0,0,0,0,0,0,0,3,24,59,130,106,114,122,127,74,62,33,31,26,16,8,0,0,0,0,5,27,76,136,111,122,111,113,84,42,32,27,16,9,0,0,0,0,0,0,1,4,24,24,18,27,10,14,9,1,2,1,1,0,0,0,0,0,2,6,12,20,24,20,20,19,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,9,3,8,5,4,0,0,0,0,0,0,1,1,2,3,9,14,13,36,23,17,26,13,9,2,0
